processed_data,label
hình_ảnh k liên_quan nhưng son xinh lắm đánh mướt môi hơi nhanh trôi nhưng màu lewn rất đẹp,"[1, 1, 0, 0, 0, 1, 0, 0]"
hàng giao hơi lâu 1 xíu nhưng son đẹp đóng_gói cũng tạm được,"[0, 0, 0, 0, 0, 0, 1, 1]"
nhìn mẫu tưởng đỏ tươi mà đánh lên môi mình ra đỏ trầm hợp với da ngâm ạ ngon chính hãng bia là đỉnh rồi clapping_hands thumbs_up,"[0, 0, 0, 0, 0, 1, 0, 0]"
son khá đẹp mùi hơi kì một xíu hơi nhanh trôi nha,"[1, 0, 1, 0, 0, 0, 0, 0]"
ưng lắm luôn ạ màu lên đẹp chất son khá mịn mùi thơm giá lại rẻ nữa shop quốc_tế nên giao hàng hơi lâu ạ nma k sao lần sau sẽ ủng_hộ tiếp ạ,"[0, 1, 1, 1, 0, 1, 1, 0]"
hàng chất_lượng giá rẻ mùi socola rất thơm đags mua nha đóng_gói cản thận,"[0, 0, 1, 1, 0, 0, 0, 1]"
hàng ok nên mua màu đẹp son kh khô môi,"[0, 1, 0, 0, 0, 1, 0, 0]"
videochỉ mang tính_chất nhận xu,"[0, 0, 0, 0, 1, 0, 0, 0]"
hàng quốc_tế nên giao hơi lâu nhưng chất_lượng ổn vì không có hàng ở đây nên hình_ảnh chỉ mang tc lấy xu ạ pleading_face,"[0, 0, 0, 0, 0, 0, 1, 0]"
son màu xinh lắm giá ngon rẻ_shop đóng_gói cẩn_thận giao hàng hơi lâu do ở xa hài_lòng về sản_phẩm,"[0, 0, 0, 1, 0, 1, 1, 1]"
hàng giao nhanh lắm các mặt_hàng cũng đầy_đủ lần sao sẽ ủng_hộ shop nữa,"[0, 0, 0, 0, 0, 0, 1, 0]"
shop đóng_gói rất là kĩ luôn nhận hàng nhìn màu thích cực luôn ý bôi lên rất là mịn nhưng mà nó k bền_màu lì cho lắm ncl cũng đẹp ạ,"[1, 1, 0, 0, 0, 1, 0, 1]"
jsndbxjk nxnjdkxk,"[0, 0, 0, 0, 1, 0, 0, 0]"
son lên môi khá mượt nha màu đẹp nhưng ăn_uống thì vẫn trôi nha,"[1, 1, 0, 0, 0, 1, 0, 0]"
đẹp,"[0, 0, 0, 0, 1, 0, 0, 0]"
son ổn màu hơi thất_vọng nhưng mix vs màu khác vẫn oke cây son bóng mlb dth có nhũ nhẹ,"[0, 0, 0, 0, 0, 1, 0, 0]"
xinh xỉu lắm luôn ạ màu son đẹp xỉu đánh vs mặc mộc xinh lắm luôn ạ cushion dùng tốt lắm ạ,"[0, 0, 0, 0, 0, 1, 0, 0]"
son lên môi không giống màu mình coi video không biết có phải là do môi mình hay không nhưng chất son mềm mịn hàng chuẩn còn màu môi thì không giống xem video lắm,"[0, 1, 0, 0, 0, 1, 0, 0]"
màu 01 khá giống a12 mùi cam nhẹ bay mùi nhanh son hơi ít,"[0, 0, 1, 0, 0, 1, 0, 0]"
vỏ hộp và vỏ cây son đẹp màu hồng xinh chất son mềm mịn dễ tán,"[0, 1, 0, 0, 0, 1, 0, 0]"
giao hàng nhanh chất son lì mềm có dưỡng nên đánh lên môi không sợ khô môi đâu nhé các b nhưng vì_thế mà chất son cũng sẽ dễ trôi chăm dặm lại là đc mùi thỏi 501 thơm mùi đào không nồng tí nào_đâu 2 màu này trôi ra để lại base cam à mà màu 501 thật_sự hợp để mix với 302 đấy ạ,"[1, 1, 1, 0, 0, 1, 1, 0]"
mình chờ_đợi hơn cả tháng mới nhận được do dịch nhưng bù lại rất ưng về chât lượng màu mình có swatch ra_tay lau đi còn lớp tint đầu cọ mềm son mướt,"[0, 1, 0, 0, 0, 1, 1, 0]"
spham giống trong hình gói hàng kh ok lắm vì mua tặng bạn nên mình chưa mở kh biết nao nma đại_loại cũng khá ok,"[0, 0, 0, 0, 0, 0, 0, 1]"
lên màu chuẩn hàng đẹp rất đáng tiền cho shop 5 sao smiling_face_with_hearts,"[0, 0, 0, 1, 0, 1, 0, 0]"
ui son siêu xinh luôn nheé cái card dễ_thương xỉu chất_lượng thì khỏi bàn,"[0, 0, 0, 0, 1, 0, 0, 0]"
hàg tuyệt đẹp có mùi thơm socola với mùi cam chất son mịn đóng_gói sản_phẩm tạm được nhưng giao hàg chậm lắm flushed_face smiling_face_with_heart eyes,"[0, 1, 1, 0, 0, 0, 1, 1]"
thấy đc khen nhiều nên mua về thử màu này lúc_nào cũng cháy hàng chất son mịn mượt,"[0, 1, 0, 0, 0, 1, 0, 0]"
cây này thì miễn bàn luôn mn xin lũi vì da hong được láng nx mà t muốn mn có fb coi màu để dễ chọn tí loudly_crying_face ảnh zom hơn là màu 402 nha mn lên ảnh màu hơi nhạt nhưng mà màu ni siêu xinh ảnh kia là 501 cây này tui thấy khá khác màu hảng đưa í màu cũng xinh_xẻo vid là mix 501 với 402 nha xinh,"[0, 0, 0, 0, 0, 1, 0, 0]"
son đẹp và chất mịn lắm nha son mùi cũng khá thơm,"[0, 1, 1, 0, 0, 0, 0, 0]"
màu ổn lì giá rẻ,"[1, 0, 0, 1, 0, 1, 0, 0]"
son lên màu ổn lắm nhưng mà nhanh trôi nói_chung vs giá này thì k đòi_hỏi gì nhiều ạ,"[1, 0, 0, 1, 0, 1, 0, 0]"
hình_ảnh chỉ mang tính_chất minh_họa chứ son đẹp chất kem mịn lì,"[1, 1, 0, 0, 0, 0, 0, 0]"
xinh nha son romand thì khỏi bàn rồi mùi socola thơm lắm a,"[0, 0, 1, 0, 0, 0, 0, 0]"
màu rất đẹp rất thích giao hàng hơi lâu chút hình_ảnh mang tính_chất nhận xu,"[0, 0, 0, 0, 0, 1, 1, 0]"
hàng săn sale nên chờ hơi lâu nhưng mà sản phầm dùng cũng ổn k,"[0, 0, 0, 1, 0, 0, 1, 0]"
chất son khá là thích mùi cũng thơm nữa thiệp của shop dễ_thương lắm luôn smiling_face_with_heart eyes,"[0, 1, 1, 0, 0, 0, 0, 0]"
giá_cả chim_ưng mà son xịn lắm lun mùi vỏ hơi khó_chịu tưởng son hỏng không dùng được ai_ngờ đỉnh cmnl thơm vãi luôn lần sau ủng_hộ chục thôi về dùng dần,"[0, 0, 1, 1, 0, 0, 0, 0]"
công_dụng màu ok độ bền_màu khá ổn mua sale nên rẻ dùng ok hình_ảnh mang tính_chất minh_họa lấy xu,"[1, 0, 0, 1, 0, 1, 0, 0]"
đóng gói rất kĩ hộp son trông sang xịn mịn quá luôn yêu,"[0, 0, 0, 0, 0, 0, 0, 1]"
hên màu quá đẹp nên bỏ_qua lần sau sẽ tiếp_tục ủng_hộ shop grinning_face_with_big_eyes grinning_face_with_smiling_eyes,"[0, 0, 0, 0, 0, 1, 0, 0]"
hông biết_sao đặt 2 son mà shop giao dư thêm 1 cây son nữa màu son đẹp smiling_face_with_heart eyes,"[0, 0, 0, 0, 0, 1, 1, 0]"
công_dụng son cái mỏ kết_cấu idk độ bền_màu prety its so god to danh len cai mo cua minh do,"[1, 1, 0, 0, 0, 0, 0, 0]"
giao hàng nhanh màu son rất đẹp lần sau sẽ ủng_hộ thêm,"[0, 0, 0, 0, 0, 1, 1, 0]"
bcnx c cjxjxjc,"[0, 0, 0, 0, 1, 0, 0, 0]"
hình_ảnh chỉ mang tính_chất nhận xu,"[0, 0, 0, 0, 1, 0, 0, 0]"
son xinh lắm nha giao lâu nhưng không sao bù lại màu đẹp giá rẻ đặt_hàng ở shop này nhiều rồi ưng lắm,"[0, 0, 0, 1, 0, 1, 1, 0]"
son xinh nha xài rất ok,"[0, 0, 0, 0, 1, 0, 0, 0]"
đẹp đánh_kem nền và che khuyết_điểm để màu lên đẹp hơn giao hàng nhanhb,"[0, 0, 0, 0, 0, 1, 1, 0]"
màu trên ảnh mình chụp nó hơi cam chứ ở ngoài là đỏ đất nha son khá mượt nhunge mà nhớ tẩy da chết môi thì đánh nó đẹp hơn á,"[0, 1, 0, 0, 0, 1, 0, 0]"
son mùi socola thơm dễ_chịu lắm còn che khuyết_điểm cũng khá ổn tặng shop 5 sao,"[0, 0, 1, 0, 0, 0, 0, 0]"
son bé_tí xiu ý nhưng mà lên màu đẹp phớt ai thích tone màu cam thì mình thấy màu 03 ưng lém lun,"[0, 0, 0, 0, 0, 1, 0, 0]"
hàng quốc_tế nên chờ hơi lâu nhưng không sao nha 2 cây son và che khuyết_điểm mình khá ưng đóng_gói sản_phẩm cũng ok lắm nè,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu son xinh chì kẻ cũng dễ xài nữa lần thứ 2 mua rồi vẫn ưng nha,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu lên ổn bao_bì đẹp đóng_gói cẩn_thận,"[0, 0, 0, 0, 0, 1, 0, 1]"
son đẹp_shop đóng gói hàng cẩn_thận shipe nhiệt_tình sẽ ủng_hộ shop,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu son rất đẹp k bám màu lắm nhưng mùi thơm rất ok rẻ ạ mn nên mua,"[1, 0, 1, 1, 0, 1, 0, 0]"
chất_lượng sản_phẩm tốt đóng gói đẹp và chắc_chắn giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu xinh lắm luôn í gói hàng cũng đẹp nữa giao nhanh lắm luôn cho 10 sao 3,"[0, 0, 0, 0, 0, 1, 1, 1]"
màu đã đẹp rồi còn thơm mùi nữa chỉ muốn ăn thôi uwụ đẹp quắ quắ đẹp,"[0, 0, 1, 0, 0, 1, 0, 0]"
mình thích son cam trước đó mình dùng màu này rồi h hết nên mua lại quá rẻ mà chất son mịn lắm nên mua nha mn ơi red_heart red_heart,"[0, 1, 0, 1, 0, 1, 0, 0]"
chất son mượt bám cũng ổn mùi son ngửi lâu hơi nhức đầu,"[1, 1, 1, 0, 0, 0, 0, 0]"
son rất đẹp ạ nhưng mà nhờ_shop đánh_giá lại shiper cho em 1 sao với ạ thái_độ làm_ăn thật_là khó hiểu hôm sau gặp lại chú này chắc mình chết lạy lun,"[0, 0, 0, 0, 0, 0, 1, 0]"
giao hàng khá là nhanh đấy đóng_gói khá là cẩn_thận đấy,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu nhanh trôi quá ăn có tí là trôi rồi mk thấy màu lên môi rất mịn kiểu nó giống black round í nhưng rẻ hơn black round nhiều,"[1, 1, 0, 1, 0, 0, 0, 0]"
pushpin set 4 cây nặn mụn chuyên_dụng 35 k four_leaf_clover nếu dùng tay xử_lý mụn sẽ rất dễ gây nhiễm_trùng nhưng dùng cây nặn để lấy mụn thì thực_sự rất dễ mụn ra nhanh không để sót nhân da sẽ ko bị lên mụn tại vị_trí đó nữa four_leaf_clover đặc_biệt là các nàng có mụn đầu,"[0, 0, 0, 0, 1, 0, 0, 0]"
đồ tốt chất_lượng cao nên mua nhe nhe ship cũng nhanh đồ chất_lượng giá rẻ,"[0, 0, 0, 1, 0, 0, 1, 0]"
son đẹp xin màu đẹp tuyệt không còn gì để bàn_cãi nữa hết mua ở đây nhiều lần r,"[0, 0, 0, 0, 0, 1, 0, 0]"
đỉnh quá_trời,"[0, 0, 0, 0, 1, 0, 0, 0]"
son thơm màu đẹp cực giao trong mùa dịch nên hơi lâu smiling_face_with_tear nhưng nhận đc thì ưng cái bụng ghê luônmn,"[0, 0, 1, 0, 0, 1, 1, 0]"
công_dụng cho ai thich mau hoi hong độ bền_màu chat son li min son màu k giống hình lắm,"[1, 1, 0, 0, 0, 1, 0, 0]"
son thơm màu lên chuẩn lắm nè nên mua nha mọi người lần đầu mua mà ưng ngay hehe,"[0, 0, 1, 0, 0, 1, 0, 0]"
son đẹp hơi nhỏ síu,"[0, 0, 0, 0, 1, 0, 0, 0]"
hàng đẹp đóng_gói kĩ giao nhanh xinhj,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu 01 siu xinh tôn da lắm mọi người ơi nên mua nha vỏ son cũng xinh lém,"[0, 0, 0, 0, 0, 1, 0, 0]"
tuyệt_vời,"[0, 0, 0, 0, 1, 0, 0, 0]"
hàng đẹp giống_y hình giao hàng đúng hen mọi người nên mua nha,"[0, 0, 0, 0, 0, 0, 1, 0]"
công_dụng mau nhat_hon so voi anh danh len bi bot kết_cấu chat dat set de lam bet moi độ bền_màu do ben mau yeu,"[1, 1, 0, 0, 0, 1, 0, 0]"
son lên màu đẹp sáng da chất son mịn giá rẻ nhiều khuyến_mãi,"[0, 1, 0, 1, 0, 1, 0, 0]"
mình đã mua lần 2 ở shop màu này thích_hợp tô lòng môi thì đượt ạ tuy_nhiên giao hàng hơi lâu,"[0, 0, 0, 0, 0, 1, 1, 0]"
mua đợt 12 2 giao hàng nhanh đóng_gói đủ hàng mua hàng bên shop cũng nhiều lần rồi mình chưa test nên chưa review cụ_thể đc mình thích màu này,"[0, 0, 0, 0, 0, 1, 1, 1]"
son cũng khá mềm môi nhưng không lì lắm lên màu đẹp new_moon_face smiling_face_with_tear new_moon_face pile_of_poo,"[1, 1, 0, 0, 0, 1, 0, 0]"
màu xinh giao nhanh cực hjsns snsns s s,"[0, 0, 0, 0, 0, 1, 1, 0]"
rất tuyệt_vời rất tuyệt_vời rất tuyệt_vời,"[0, 0, 0, 0, 1, 0, 0, 0]"
son lên màu đẹp lì rất ưng,"[1, 0, 0, 0, 0, 1, 0, 0]"
em yêu em nhiều sức đi ăn fork_and_knife_with_plate không phải đi ăn nướng mà em yêu anh love you_gesture em yêu,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm rất ok chất son mướt mịn rất sài lòng đâu là lần đầu mình dùng hiệ này red_heart sẽ ủng_hộ tiếp,"[0, 1, 0, 0, 0, 0, 0, 0]"
son màu đẹp lì nhanh khô rất ưng_shop cbi hàng nhanh nhưng vận_chuyển hơi lâu vẫn ủng_hộ shop 5,"[1, 1, 0, 0, 0, 1, 1, 0]"
chất son mịn khá là xịn giao hàng nhanh xin_lỗi vì những hình_ảnh hong liên_quan,"[0, 1, 0, 0, 0, 0, 1, 0]"
sản_phẩm rẻ chưa dùng nên ko biết chất_lượng chỉ có bên giao hàng làm mình hú_vía tại cái bao bị rách nhưng may là vẫn đủ,"[0, 0, 0, 1, 0, 0, 1, 0]"
shop gói hàng rất kỹ son lên màu đẹp cho shop 5 sao,"[0, 0, 0, 0, 0, 1, 0, 0]"
sản_phẩm tuyệt_vời được đóng_gói cẩn_thận chỉnh chu kĩ_càng giao hàng nhanh đối_với shop nước_ngoài mà dịch_bệnh như thế này chất_lượng sản_phẩm tốt tiện_dụng cảm_ơn nhà_sản_xuất và người bán hàng đã tạo cơ_hội và mang sản_phẩm đến mn,"[0, 0, 0, 0, 0, 0, 1, 1]"
giao hàng hơi lâu chất_lượng chưa dùng chưa biết tnao son đánh thử tạm đc,"[0, 0, 0, 0, 0, 0, 1, 0]"
màu son rất đẹp đáng tiền mua nhé,"[0, 0, 0, 1, 0, 1, 0, 0]"
đẹp oki,"[0, 0, 0, 0, 1, 0, 0, 0]"
son lên màu rất đẹp bám màu tốt k dính ra ly lần sau sẽ tiếp_tục ủng_hộ shop,"[1, 0, 0, 0, 0, 1, 0, 0]"
lên màu xinh cực luôn í màu 01 rất xinh luôn nha lên môi mướt mùi không quá khó_chịu,"[0, 1, 1, 0, 0, 1, 0, 0]"
son đẹp giá rẽ màu 06 đẹp nha mn ưi ưa quá yỏiwi son lì màu tươi shamrock four_leaf_clover đẹp suất sắc nha mn rabbit_face shamrock,"[1, 0, 0, 1, 0, 1, 0, 0]"
đóng gói sản_phẩm ok chất son mịn sài thích lắm nha son thơm màu đẹp tôn da đáng tiền 3,"[0, 1, 1, 1, 0, 1, 0, 1]"
hum nay tui mới nhận hàng nè mọi người đóng_gói chắc_chắn nha không ngờ với giá đó mà nhận được sản_phẩm chất_lượng hơn cả mong_đợi luôn á bao_bì thiết_kế đẹp xỉu smiling_face_with_hearts,"[0, 0, 0, 1, 0, 0, 0, 1]"
màu đẹp nhưng son khô vs k mịn môi đánh lòng môi ok đó tạm dc,"[0, 1, 0, 0, 0, 1, 0, 0]"
sản_phẩm đẹp giống hình màu son đẹp hơi cam xíu khá giống bia 38 38 bên trái chất son kiểu bột bột á đóng_gói cẩn_thận,"[0, 1, 0, 0, 0, 1, 0, 1]"
kết_cấu chất son lên môi tán đều ra xiu đẹp base cam tẩy da chết dưỡng môi kĩ trước khi son nha ce,"[0, 1, 0, 0, 0, 0, 0, 0]"
vừa nhận được hàng son xinh hàng nước_ngoài nên lau hơn xíu dang mong_chờ son rẻ ổn ns chung,"[0, 0, 0, 1, 0, 0, 1, 0]"
son thơm m thử test ở tay lên màu chuẩn lắm nha mng bia thì đúng là không phải bàn_cãi rì rùi,"[0, 0, 1, 0, 0, 1, 0, 0]"
son xịn xò lắm luôn sẽ ủng_hộ shop tiếp_tục ạ,"[0, 0, 0, 0, 1, 0, 0, 0]"
trời ơi màu xinh xĩu á trời ưng lắm luôn giá lại mềm nên mua nha mấy bi kissing_cat,"[0, 0, 0, 1, 0, 1, 0, 0]"
giao hàng nhanh bao_bì xinh màu son lên màu khá chuẩn ưng cái bụng nhất trong mấy sp của hãng lun recomend nhìu nhìu rất ngon bổ rẻ sẽ quay lại hốt mấy màu khác,"[0, 0, 0, 1, 0, 1, 1, 0]"
điểm cộng cho là màu đẹp và bám màu trên môi rất tốt thumbs_up điểm trừ là son cực_kỳ dễ dây ra ngoài và nếu để môi bình_thường mà son lên thì cực_kì khó tán chỉ dễ tán nếu thoa 1 lớp son_dưỡng ở dưới rồi đánh son ở trên,"[1, 1, 0, 0, 0, 1, 0, 0]"
chất son đẹp bôi mịn môi k bị vón bột mùi thơm cây cầm lên khá nhẹ nói_chung perfect ạ,"[0, 1, 1, 0, 0, 0, 0, 0]"
son đẹp dễ lên màu from sang chảnh,"[0, 0, 0, 0, 0, 1, 0, 0]"
công_dụng rất tốt kết_cấu rất tốt độ bền_màu rất tốt son lên màu rất đẹp giao hàng nhanh đóng_gói cẩn_thận_shop tư_vấn rất nhiệt_tình,"[1, 1, 0, 0, 0, 1, 1, 1]"
son lên màu đẹp lâu trôi đóng_gói cẩn_thận sẽ ủng_hộ shop thêm ạ,"[1, 0, 0, 0, 0, 1, 0, 1]"
dùng nhiều loại nhưng chỉ ưng đc mỗi loại này mua đi mua lại nhiều lần giá rẻ mà dùng thích,"[0, 0, 0, 1, 0, 0, 0, 0]"
sản_phẩm chất_lượng son thì có mùi thơm màu 301 nhưng kiểu màu nâu socola nói_chung là đc nhưng son hơi khô nói_chung là cho 9 10 giao hàng lâu đợi mãi mới nhận đc,"[0, 1, 1, 0, 0, 1, 1, 0]"
màu đẹp nhưng mà đánh lên không được đều màu lòng trong đánh lên k lên màu,"[0, 0, 0, 0, 0, 1, 0, 0]"
tui thấy màu nó nhạt hơn hình hơi buồn chắc lấy làm má_hồng chớ bôi lên môi khum có đẹp,"[0, 0, 0, 0, 0, 1, 0, 0]"
sản_phẩm ưng lắm nha mùi thơm mịn nên mua giao hàng nhanh hình_ảnh mang tc nhận xu,"[0, 1, 1, 0, 0, 0, 1, 0]"
đặt 2 màu 402 và 404 nhận hàng thấy ưng lắm luôn son có mùi đào nhẹ rất thơm nha 2 màu cux gần same mình thấy hợp với mọi loại da đó rẻ và đẹp mn nên mua nha,"[0, 0, 1, 1, 0, 1, 0, 0]"
sản_phẩm oke lắm ạ bao_bì chắc_chắn sang xịn lắm nên mua thử nha mọi người hãng nổi_tiếng được nhiều người khen lắm nên mình mới tậu mà không ngờ ổn_áp vậy luôn,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm chất_lượng tốt đóng hàng kĩ giao hàng nhanh đáng mua để thử nhoa son lên màu đẹp lắm ạ red_heart red_heart red_heart,"[0, 0, 0, 0, 0, 1, 1, 1]"
ảnh mang tính_chất nhận xu nhưng son rất cute nha cầm nhẹ_tay màu đẹp nên mua thử nhá,"[0, 0, 0, 0, 0, 1, 0, 0]"
son có mùi socola khá thơm chất son mịn màu cũng ok,"[0, 1, 1, 0, 0, 1, 0, 0]"
mua son nhiều rồi nên lần nào cũng cảm_thấy rất ưng_ý nhưng là hàng nước_ngoài nên chờ khá lâu thôi,"[0, 0, 0, 0, 0, 0, 1, 0]"
mình mua tặng sinh_nhật cho em_gái thôi nó khen xinh và hợp với làn da ngăm_ngăm của nó còn được tặng kèm thiệp giáng_sinh nữa,"[0, 0, 0, 0, 0, 1, 0, 0]"
công_dụng son lên môi nhẹ kết_cấu lỏng tán màu đẹp độ bền_màu 10,"[1, 1, 0, 0, 0, 1, 0, 0]"
chất son blur tint nên sẽ nhanh trôi uống nước thôi là đủ trôi rồi son thơm mùi socola dịu nhẹ thơm xỉu màu mình mua là màu mlb nên thoa đi học nhìn tự_nhiên mà xinh lắm ý son cầm nhẹ_tay dáng thon và dài nhá cọ son giống cọ romand,"[1, 0, 1, 0, 0, 1, 0, 0]"
shop giao đúng đủ mẫu ship quốc_tế nhưng về đến việt nam là còn nguyên_vẹn,"[0, 0, 0, 0, 0, 0, 1, 0]"
đóng gói chắc giao hàng khá nhanh mua của mal thì yên_tâm về chất_lượng,"[0, 0, 0, 0, 0, 0, 1, 1]"
son đánh lên môi cực xinh shop mal nên rất tin_tưởng là hàng auth mua 2 thỏi còn được tặng thêm 1 son bóng xinh xỉu hời luôn,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu son rất xin giữ trên môi khá lâu hài_lòng vs sản_phẩm dịch nhưng giao hàng_không quá lâu,"[1, 0, 0, 0, 0, 1, 1, 0]"
troi oi màu xinh lắm quá tuyệt_vời giao hàng hơi lâu disappointed_face nma xinh nên tha_thứ đó,"[0, 0, 0, 0, 0, 1, 1, 0]"
chất son khá là mịn nhưng phải tô lên nhiều lần mới lên màu giao hàng nhanh đóng_gói kĩ sản_phẩm oke,"[0, 1, 0, 0, 0, 1, 1, 1]"
hình_ảnh mang tính_chất nhận xu son nhìn rất sang chất son mịn nha mn,"[0, 1, 0, 0, 0, 0, 0, 0]"
hàng đẹp lắm ạ cho ng nhận hộ nên ko chụp đc ảnh mong_shop thông_cảm face_blowing_a_kiss,"[0, 0, 0, 0, 1, 0, 0, 0]"
mua 4 cây son còn có quà tặng kèm đóng gói đẹp và chắc_chắn son xịn màu đẹp,"[0, 0, 0, 0, 0, 1, 0, 1]"
chất son thì khỏi bàn rùi ạ rất oke luôn mình dùng 1 cây cũng hơn nửa năm mới hết mà sao thấy son nay hơi ít đóng_gói ok nên mua ạ,"[0, 1, 0, 0, 0, 0, 0, 1]"
thiết_kế đẹp giá hạt_dẻ v cũng khá ưng mà lên màu k đc xinh lắm nhìn hồng_hồng sao á face_with_tears_of_joy giao hàng lâu ghia,"[0, 0, 0, 1, 0, 1, 1, 0]"
dùng thích lắm ạ ban_đầu tưởng chất son sẽ làm nặng môi nhưng không đâu nha mùi thơm_lừng luôn,"[0, 1, 1, 0, 0, 0, 0, 0]"
xinh lắm ạ hàng quốc_tế nên giao hơi lâu một_chút mua đúng đợt sale nên rẻ nói_chung là nên mua ạ,"[0, 0, 0, 1, 0, 0, 1, 0]"
son xinh và lỳ lắm nha mn nên mua ạ shipe nhiệt_tình nữa chứ grinning_face_with_smiling_eyes hihi,"[1, 0, 0, 0, 0, 0, 1, 0]"
chất son mịn màu ổn với giá chưa đến 20 k cho 1 cây son như này thì cũng là 1 trải_nghiệm cũng khá ok smiling_face_with_smiling_eyes,"[0, 1, 0, 1, 0, 1, 0, 0]"
son đẹp giao nhanh hơi lâu trôi 1 tí mà phải dùg son_dưỡng xài khô môi lém,"[1, 1, 0, 0, 0, 0, 1, 0]"
công_dụng phù_hợp cho da ngâm kết_cấu mềm mịn độ bền_màu bám môi 70 80 giá_cả phù_hợp hsv giao hàng nhanh đặt sale 15 1 là 16 1 đã giao,"[1, 1, 0, 1, 0, 0, 1, 0]"
hàng đẹp mỗi tội giao hàng hơi lâu,"[0, 0, 0, 0, 0, 0, 1, 0]"
son đẹp chất lì lâu trôi rất xịn rất đáng tiền,"[1, 1, 0, 1, 0, 0, 0, 0]"
son xinh ạ mùi socola thơm mỗi_tội là các bạn môi thâm thì ko nên mua màu này nha v tại nó ko lên đúng màu soát ra_tay nói_chung rẻ và xịn,"[0, 0, 1, 1, 0, 1, 0, 0]"
giao đúng màu thơm ơi là thơm lên màu đẹp thích qá,"[0, 0, 1, 0, 0, 1, 0, 0]"
hàng ổn ok mà vì hàng quốc_tế nên mình đợi khá lâu hàng ok lắm nha smiling_face_with_hearts,"[0, 0, 0, 0, 0, 0, 1, 0]"
fwb thật_ra là viết tắt của từ friends with trong tiếng anh được hiểu theo nghĩa_là bạn_bè với những lợi_ích ý chỉ những mối quan_hệ trên mức thân_thiết giữa 2 người bạn,"[0, 0, 0, 0, 1, 0, 0, 0]"
son đẹp lém nha mn chất thíc lắm ạ son lâu trôi i,"[1, 1, 0, 0, 0, 0, 0, 0]"
giao hàng nhanh nhận hàng đủ mình chưa dùng nên chưa biết chất son thế_nào,"[0, 1, 0, 0, 0, 0, 1, 0]"
công_dụng giao hàng nhanh kết_cấu son chất_lượng độ bền_màu màu đẹp ok,"[1, 1, 0, 0, 0, 1, 1, 0]"
chất_lượng sản_phẩm tuyệt_vời chủ_shop nhiệt_tình giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 0]"
xinh lắm aạ siêu yêu white_heart 10 điểm cho shop hihi smiling_face_with_hearts,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm đẹp chất_lượng tốt shop phục_vụ tốt giao hàng nhanh sản_phẩm không bị méo_mó hay hư_hỏng gì,"[0, 0, 0, 0, 0, 0, 1, 0]"
son xinh lắm màu lên đẹp nhẹ,"[0, 0, 0, 0, 0, 1, 0, 0]"
son đẹp_shop tặng nhiều đồ mình mua nhiều lần rồi và lần nào cũng ưng_ý,"[0, 0, 0, 0, 1, 0, 0, 0]"
giao nhanh son hơi khô màu lên cũng xinh mùi thơm cực_kì hệt socola luôn nha,"[0, 1, 1, 0, 0, 1, 1, 0]"
mình thấy son lên màu ko giống ảnh lắm màu hơi sáng hơn ảnh 1 tone nhưng cũng ok mua dc giá sale,"[0, 0, 0, 1, 0, 1, 0, 0]"
quá tuyệt_vời luôn hàng chuẩn đóng_gói cẩn_thận kh sợ fake nha,"[0, 0, 0, 0, 0, 0, 0, 1]"
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,"[0, 0, 0, 0, 0, 0, 0, 1]"
hvuvu uvuvuvu hvhvuvh,"[0, 0, 0, 0, 1, 0, 0, 0]"
son xinh giống ảnh chất ok lắm nha giao hàng hơi laia nhưng chất_lượng ok,"[0, 1, 0, 0, 0, 0, 1, 0]"
công_dụng làm đẹp kết_cấu mịn lém nhe độ bền_màu lì nha ăn_uống tới_bến mà vẫn còn giữ lớp nhìn cũng không phai đi nhiều đâu nchung màu xinh lắm á,"[1, 1, 0, 0, 0, 1, 0, 0]"
xinh_xẻo lắm nha chưa test nên chưa biết như nào,"[0, 0, 0, 0, 1, 0, 0, 0]"
giao hơi lâu sản_phẩm chất_lượng son rất đẹp và mịn không bị khô môi,"[0, 1, 0, 0, 0, 0, 1, 0]"
shop đóng_gói và giao hàng nhanh son mịn thơm lên màu đẹp lần sau mình sẽ ủng_hộ thêm,"[0, 1, 1, 0, 0, 0, 1, 1]"
màu xinh xỉu giao hàng nhiệt_tình nói_chung là rất đáng tiền sẽ tiếp_tục ủng_hộ,"[0, 0, 0, 1, 0, 1, 1, 0]"
hàng giao gói cẩn đánh lên mâu xinh iu rất đẹp,"[0, 0, 0, 0, 0, 1, 1, 1]"
giao hàng 1 tuần son đẹp đóng_gói cẩn_thận mùi thơm như kẹo socola,"[0, 0, 1, 0, 0, 0, 1, 1]"
